Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin_Country,Ingredients,Most_Memorable_Characteristics,continent
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,70.0,Ecuador,3.0,Forastero,Ecuador,"4- B,S,C,V","roasty, nutty, coffee",South America
Ah Cacao,Tabasco,316,2009,70.0,Mexico,3.0,Criollo,Mexico,"3- B,S,C","gritty, spice, cocoa",North America
Akesson's (Pralus),"Bali (west), Sukrama Family, Melaya area",636,2011,75.0,Switzerland,3.75,Trinitario,Indonesia,"4- B,S,C,L","hay, nut, berry",Asia
Akesson's (Pralus),"Madagascar, Ambolikapiky P.",502,2010,75.0,Switzerland,2.75,Criollo,Madagascar,"4- B,S,C,L","strong pepper, musty",Africa
Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,75.0,Switzerland,2.75,Forastero,Brazil,"4- B,S,C,L","fatty, intense, woody",South America
Alain Ducasse,Trinite,1215,2014,65.0,France,2.75,Trinitario,Trinidad Tobago,"6-B,S,C,V,L,Sa","roasty, sweet, savory",Caribbean
Alain Ducasse,Vietnam,1215,2014,75.0,France,2.75,Trinitario,Vietnam,"5-B,S,C,V,Sa","nutty, roasty, odd dairy",Asia
Alain Ducasse,Madagascar,1215,2014,75.0,France,3.0,Trinitario,Madagascar,"5-B,S,C,V,Sa","citrus, fatty, dairy",Africa
Alain Ducasse,Chuao,1061,2013,75.0,France,2.5,Trinitario,Venezuela,"5- B,S,C,V,L","sandy, dirt, ashey",South America
Alain Ducasse,"Piura, Perou",1173,2013,75.0,France,2.5,missing,Peru,"5- B,S,C,V,L","cardboard, dirt, roasty",South America
Alexandre,"Winak Coop, Napo",1944,2017,70.0,Netherlands,3.5,Forastero,Ecuador,"3- B,S,C","sandy, green, floral",South America
Alexandre,"La Dalia, Matagalpa",1944,2017,70.0,Netherlands,3.5,Criollo,Nicaragua,"3- B,S,C","sandy, sweet, nibby",Central America
Alexandre,Tien Giang,1944,2017,70.0,Netherlands,3.5,Trinitario,Vietnam,"3- B,S,C","sandy, sweet, roasty",Asia
Alexandre,"Makwale Village, Kyela",1944,2017,70.0,Netherlands,3.5,Forastero,Tanzania,"3- B,S,C","sandy, melon, banana",Africa
Altus aka Cao Artisan,Momotombo,1728,2016,60.0,United States of America,2.75,missing,Nicaragua,"3- B,S,C","powdery, sweet, molasses",Central America
Altus aka Cao Artisan,Acopagro,1728,2016,60.0,United States of America,3.0,missing,Peru,"3- B,S,C","dry, sweet, caramel",South America
Altus aka Cao Artisan,CIAAB Coop,1732,2016,60.0,United States of America,2.5,missing,Bolivia,"3- B,S,C","sandy, sweet, pungent",South America
Altus aka Cao Artisan,Villa Andina,1732,2016,60.0,United States of America,2.5,missing,Peru,"3- B,S,C","sandy, sweet, sour, off",South America
Altus aka Cao Artisan,Gruppo Salinas,1732,2016,60.0,United States of America,2.75,missing,Ecuador,"3- B,S,C","sandy, nutty, earthy, roasty",South America
Altus aka Cao Artisan,Sur del Lago,1125,2013,60.0,United States of America,2.5,missing,Venezuela,"4- B,S,C,L","sweet, moldy, off",South America
Altus aka Cao Artisan,Conacado,1125,2013,60.0,United States of America,3.0,Trinitario,Dominican Republic,Unknown,missing,Caribbean
Altus aka Cao Artisan,Bolivia,1129,2013,80.0,United States of America,3.25,missing,Bolivia,Unknown,missing,South America
Altus aka Cao Artisan,Bolivia,1133,2013,60.0,United States of America,3.0,missing,Bolivia,Unknown,missing,South America
Altus aka Cao Artisan,Peru,1133,2013,60.0,United States of America,3.25,missing,Peru,Unknown,missing,South America
Amano,Morobe,725,2011,70.0,United States of America,4.0,missing,Papua New Guinea,"4- B,S,C,V","tart, lemon, smoke",Oceania
Amano,Dos Rios,470,2010,70.0,United States of America,3.75,missing,Dominican Republic,"4- B,S,C,V","orange, cinamon",Caribbean
Amano,Guayas,470,2010,70.0,United States of America,4.0,missing,Ecuador,"4- B,S,C,V","strong spice, intense pepper",South America
Amano,Chuao,544,2010,70.0,United States of America,3.0,Trinitario,Venezuela,"4- B,S,C,V","woody, red berry, sour",South America
Amano,Montanya,363,2009,70.0,United States of America,3.0,missing,Venezuela,"4- B,S,C,V","hot spice, roasty",South America
Amano,"Bali, Jembrana",304,2008,70.0,United States of America,2.75,missing,Indonesia,"4- B,S,C,V","sticky, nutty, high acidity",Asia
Amano,Madagascar,129,2007,70.0,United States of America,3.5,Trinitario,Madagascar,"4- B,S,C,V","spice, nut, cocoa, fruit",Africa
Amano,Cuyagua,147,2007,70.0,United States of America,3.0,missing,Venezuela,"4- B,S,C,V","waxy, nutty, mint",South America
Amano,Ocumare,175,2007,70.0,United States of America,3.75,Criollo,Venezuela,"4- B,S,C,V","spicy, strawberry",South America
Amatller (Simon Coll),Ghana,322,2009,70.0,Spain,3.0,Forastero,Ghana,"2- B,S","dry, chalky, fudge-like",Africa
Amatller (Simon Coll),Ecuador,327,2009,70.0,Spain,2.75,missing,Ecuador,"2- B,S","waxy mouthfeel, spicy",South America
Amatller (Simon Coll),Ecuador,464,2009,85.0,Spain,2.75,missing,Ecuador,"2- B,S","fatty, mushroom, off notes",South America
Amatller (Simon Coll),Ghana,464,2009,85.0,Spain,3.0,Forastero,Ghana,"2- B,S","roasty,oddly sweet,marshmallow",Africa
Amazona,"LamasdelChanka, San Martin, Oro Verde coop",1145,2013,72.0,Peru,3.25,missing,Peru,"3- B,S,C","oily, vanilla, melon, cocoa",South America
Amazona,"Bellavista Gran Pajeten, San Martin",1145,2013,73.0,Peru,3.5,Trinitario,Peru,"3- B,S,C","oily, vegetal, nutty, cocoa",South America
Ambrosia,Belize,1494,2015,64.0,Canada,3.0,Trinitario,Belize,"4- B,S,C,L","roasty, brownie, nutty",Caribbean
Ambrosia,Madagascar,1494,2015,66.0,Canada,3.25,Trinitario,Madagascar,"2- B,S","fruity, sour",Africa
Ambrosia,Dominican Republic,1498,2015,75.0,Canada,3.25,missing,Dominican Republic,"2- B,S","high roast, high astringnet",Caribbean
Ambrosia,Papua New Guinea,1498,2015,63.0,Canada,3.25,missing,Papua New Guinea,"2- B,S","smokey, savory",Oceania
Ambrosia,Venezuela,1498,2015,70.0,Canada,3.25,missing,Venezuela,"2- B,S","sandy, roasty, nutty",South America
Ambrosia,Peru,1498,2015,68.0,Canada,3.5,missing,Peru,"2- B,S","rich, sour, mild smoke",South America
Amedei,"Piura, Blanco de Criollo",979,2012,70.0,Italy,3.75,missing,Peru,"4- B,S,C,V","creamy, raspberry, nutty",South America
Amedei,Porcelana,111,2007,70.0,Italy,4.0,Criollo,Venezuela,"2- B,S","creamy, complex, coffee",South America
Amedei,Nine,111,2007,75.0,Italy,4.0,Blend,Unknown,Unknown,missing,Unknown
Amedei,Chuao,111,2007,70.0,Italy,5.0,Trinitario,Venezuela,Unknown,missing,South America
Amedei,Ecuador,123,2007,70.0,Italy,3.0,Trinitario,Ecuador,"4- B,S,C,V","creamy, earthy, vegetal",South America
Amedei,Jamaica,123,2007,70.0,Italy,3.0,Trinitario,Jamaica,"4- B,S,C,V","sandy, woody, spicy",Caribbean
Amedei,Grenada,123,2007,70.0,Italy,3.5,Trinitario,Grenada,"4- B,S,C,V",fruity with coffee notes,Caribbean
Amedei,Venezuela,123,2007,70.0,Italy,3.75,Criollo,Venezuela,"4- B,S,C,V","creamy, fruit, cocoa",South America
Amedei,Madagascar,123,2007,70.0,Italy,4.0,Criollo,Madagascar,Unknown,missing,Africa
Amedei,Trinidad,129,2007,70.0,Italy,3.5,Trinitario,Trinidad Tobago,"4- B,S,C,V","coffee, fruit, woodsy",Caribbean
Amedei,Toscano Black,170,2007,63.0,Italy,3.5,Blend,Unknown,"4- B,S,C,V","fatty, dairy, caramel, cocoa",Unknown
Amedei,Toscano Black,40,2006,70.0,Italy,5.0,Blend,Unknown,Unknown,missing,Unknown
Amedei,Toscano Black,75,2006,66.0,Italy,4.0,Blend,Unknown,"4- B,S,C,V","red wine, rich cocoa, long",Unknown
AMMA,Catongo,1065,2013,75.0,Brazil,3.25,Forastero,Brazil,"4- B,S,C,L","grainy, sweet, poor aftertaste",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",South America
Anahata,Elvesia,1259,2014,75.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","chalky, mild fruit, burnt",Caribbean
Animas,Alto Beni,1852,2016,75.0,United States of America,3.5,missing,Bolivia,"2- B,S","light roast, caramel, cocoa",South America
Ara,Madagascar,1375,2014,75.0,France,3.0,Trinitario,Madagascar,"2- B,S","strong fruit, ham, deep cocoa",Africa
Ara,Madagascar,1375,2014,75.0,France,3.0,Trinitario,Madagascar,"3- B,S,C","sandy, fruity, short",Africa
Ara,Chiapas,1379,2014,72.0,France,2.5,missing,Mexico,"3- B,S,C","earthy, sour milk, leather",North America
Ara,Equateur,1379,2014,75.0,France,2.75,missing,Ecuador,"3- B,S,C","bitter, floral, leather",South America
Ara,Trincheras,1379,2014,75.0,France,3.0,missing,Venezuela,"3- B,S,C","nutty, mild spice, mild earthy",South America
Arete,San Juan,1724,2016,70.0,United States of America,3.5,Trinitario,Trinidad Tobago,"2- B,S","delicate, simple",Caribbean
Arete,Kokoa Kamili,1724,2016,70.0,United States of America,3.75,missing,Tanzania,"2- B,S","appealing smoke, woody",Africa
Arete,Tien Giang,1900,2016,73.0,United States of America,3.5,Trinitario,Vietnam,"3- B,S,C","cashew, roasty, chunky melt",Asia
Arete,Hacienda Victoria,1904,2016,70.0,United States of America,3.25,missing,Ecuador,"3- B,S,C","sticky, floral, roasty",South America
Arete,Costa Esmeraldas,1904,2016,70.0,United States of America,3.25,missing,Ecuador,"3- B,S,C","chewy, mild floral",South America
Arete,Lachua,1904,2016,70.0,United States of America,3.5,missing,Guatemala,"2- B,S","subtle, mysterious",Central America
Arete,Rugoso,1904,2016,70.0,United States of America,3.75,missing,Nicaragua,"3- B,S,C","muddy, rich cocoa, raspberry",Central America
Arete,"La Masica, FHIA",1908,2016,70.0,United States of America,3.5,missing,Honduras,"2- B,S","nutty, green",Central America
Arete,"Coto Brus, Terciopelo",1908,2016,70.0,United States of America,4.0,missing,Costa Rica,"2- B,S","balanced, cherry, choco",Central America
Arete,Phantom,1924,2016,70.0,United States of America,4.0,Forastero,Peru,"2- B,S","creamy, complex, balanced",South America
Arete,Elvesia,1928,2016,70.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","dark berry, chocolatey",Caribbean
Arete,Matasawalevu,1928,2016,70.0,United States of America,3.25,missing,Fiji,"2- B,S","smoke, hammy, cocoa base",Oceania
Arete,Lam Dong,1928,2016,73.0,United States of America,3.25,missing,Vietnam,"2- B,S","earthy, nutty, cardboard",Asia
Arete,Fazenda Camboa,1534,2015,70.0,United States of America,3.5,missing,Brazil,"2- B,S","creamy, rich, rum, roasty",South America
Arete,Nacional,1534,2015,68.0,United States of America,3.5,Forastero,Peru,"2- B,S","floral, nutty, rich cocoa",South America
Arete,"Puerto Quito, heirloom",1534,2015,70.0,United States of America,3.75,Forastero,Ecuador,"2- B,S","spicy, cocoa",South America
Arete,Oko Caribe,1598,2015,70.0,United States of America,3.5,missing,Dominican Republic,"2- B,S","spicy, brownie, nutty",Caribbean
Arete,Maya Mountain,1598,2015,70.0,United States of America,3.75,Trinitario,Belize,"2- B,S","floral, strawberry, metallic",Caribbean
Arete,Chuno,1598,2015,70.0,United States of America,4.0,Criollo,Nicaragua,"2- B,S","creamy,sticky, peanut butter",Central America
Arete,Fazenda Camboa,1602,2015,75.0,United States of America,2.75,missing,Brazil,"2- B,S","floral, chemical off",South America
Arete,Guatemala,1602,2015,70.0,United States of America,3.25,missing,Guatemala,"2- B,S","strawberry, butterscotch, off",Central America
Arete,Camino Verde,1602,2015,75.0,United States of America,3.5,missing,Ecuador,"3- B,S,C","intense, floral, bourbon",South America
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72.0,England,3.25,Trinitario,Trinidad Tobago,"3- B,S,C","gritty, nutty",Caribbean
Artisan du Chocolat,"Colombia, Casa Luker",947,2012,72.0,England,3.75,missing,Colombia,"3- B,S,C","marshmallow, roasty, nutty",South America
Artisan du Chocolat,Haiti,729,2011,72.0,England,4.0,missing,Haiti,"3- B,S,C","nuts, butterscotch, brownie",Caribbean
Artisan du Chocolat,Panama,745,2011,72.0,England,2.75,missing,Panama,"3- B,S,C","blackpepper,chemical,rubber",Central America
Artisan du Chocolat,Venezuela,486,2010,100.0,England,1.75,missing,Venezuela,Unknown,"very nutty, very bitter",South America
Artisan du Chocolat,Jamaica,531,2010,72.0,England,3.75,Trinitario,Jamaica,"3- B,S,C","grassy, black licorice, mint",Caribbean
Artisan du Chocolat,Costa Rica,600,2010,72.0,England,3.25,missing,Costa Rica,"3- B,S,C","chewy, grassy, nutty",Central America
Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72.0,England,3.25,Trinitario,Vietnam,"3- B,S,C","unrefined, distinct spicey",Asia
Artisan du Chocolat,Bali,600,2010,72.0,England,3.5,missing,Indonesia,"3- B,S,C",black pepper and banana,Asia
Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75.0,England,2.5,Criollo,Venezuela,"3- B,S,C","oily, nutty, burnt, sour",South America
Artisan du Chocolat,Java,355,2009,72.0,England,2.75,Trinitario,Indonesia,"3- B,S,C","gritty, very smokey, sour",Asia
Artisan du Chocolat,Brazil Rio Doce,363,2009,72.0,England,1.75,missing,Brazil,"3- B,S,C","cocoa, dominate off note",South America
Artisan du Chocolat,Madagascar,363,2009,80.0,England,3.0,Criollo,Madagascar,"3- B,S,C","sl. bitter, cherry, rich",Africa
Artisan du Chocolat,Peru,363,2009,75.0,England,3.0,Criollo,Peru,"3- B,S,C","spicey, mild metallic",South America
Artisan du Chocolat,Dominican Republic,363,2009,72.0,England,3.25,Trinitario,Dominican Republic,"3- B,S,C","spice, cocoa, short",Caribbean
Artisan du Chocolat,Congo,300,2008,72.0,England,3.75,Forastero,Republic of Congo,"3- B,S,C","spicy, minty, vegetal",Africa
Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,72.0,England,2.75,Trinitario,Colombia,"4- B,S,C,L","creamy, marshmallow, off",South America
Askinosie,Mababa,1780,2016,68.0,United States of America,3.75,Trinitario,Tanzania,"3- B,S,C","creamy, rich, blueberry",Africa
Askinosie,"Tenende, Uwate",647,2011,72.0,United States of America,3.75,Trinitario,Tanzania,"2- B,S","creamy, woody, cocoa",Africa
Askinosie,Cortes,661,2011,70.0,United States of America,3.75,Trinitario,Honduras,"2- B,S","grapes, woody, roasty",Central America
Askinosie,Davao,331,2009,77.0,United States of America,3.75,Trinitario,Philippines,"2- B,S","strawberries, mild tart, roasty",Asia
Askinosie,Xoconusco,141,2007,75.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","leather, black licorice, off",North America
Askinosie,San Jose del Tambo,175,2007,70.0,United States of America,3.0,Forastero,Ecuador,"2- B,S","smooth, astringent, cocoa",South America
Bahen & Co.,Houseblend,1474,2015,80.0,Australia,3.25,missing,Unknown,"2- B,S","coarse, smokey, metallic",Unknown
Bahen & Co.,Papua New Guinea,1474,2015,70.0,Australia,3.5,missing,Papua New Guinea,"2- B,S","smoke, ham, papaya",Oceania
Bahen & Co.,Sambirano,995,2012,70.0,Australia,3.0,Trinitario,Madagascar,"2- B,S","unrefined, flat, grassy",Africa
Bahen & Co.,Bahia,999,2012,70.0,Australia,2.5,missing,Brazil,"2- B,S","chalky, intense, chemical",South America
Bahen & Co.,Houseblend,999,2012,70.0,Australia,2.5,Blend,Unknown,"2- B,S","chalky, fragrant, then off",Unknown
Bakau,"Bambamarca, 2015",1454,2015,70.0,Peru,2.75,missing,Peru,"3- B,S,C","molasses, caramel, pungent",South America
Bakau,"Huallabamba, 2015",1454,2015,70.0,Peru,3.5,missing,Peru,"3- B,S,C","black pepper, cardamom",South America
Bar Au Chocolat,Bahia,1554,2015,70.0,United States of America,3.5,missing,Brazil,"2- B,S","intense, smokey, dried fruit",South America
Bar Au Chocolat,Maranon Canyon,1295,2014,70.0,United States of America,4.0,Forastero,Peru,"2- B,S","creamy, rounded, orange",South America
Bar Au Chocolat,Duarte Province,983,2012,70.0,United States of America,3.25,missing,Dominican Republic,"2- B,S","complex,black pepper,coffee",Caribbean
Bar Au Chocolat,Chiapas,983,2012,70.0,United States of America,3.5,missing,Mexico,"2- B,S","molasses,toffee,coffee grounds",North America
Bar Au Chocolat,Sambirano,983,2012,70.0,United States of America,3.75,Trinitario,Madagascar,"2- B,S","raspberry, mild sour",Africa
Baravelli's,single estate,955,2012,80.0,Wales,2.75,missing,Costa Rica,"4- B,S,C,V","gritty, floral, vanilla",Central America
Batch,"Dominican Republic, Batch 3",1840,2016,65.0,United States of America,3.5,missing,Dominican Republic,"3- B,S,C","creamy, sweet, fudgey",Caribbean
Batch,Brazil,1868,2016,70.0,United States of America,3.75,missing,Brazil,"3- B,S,C","strawberry, candy flavor",South America
Batch,Ecuador,1880,2016,65.0,United States of America,3.25,missing,Ecuador,"3- B,S,C","sandy, floral, sweet",South America
Beau Cacao,"Asajaya E, NW Borneo, b. #132/4500",1948,2017,73.0,England,3.0,missing,Malaysia,"3- B,S,C","caramel, spice, earthy",Asia
Beau Cacao,"Serian E., NW Borneo, b. #134/3800",1948,2017,72.0,England,3.25,missing,Malaysia,"3- B,S,C","smokey, woody, tobacco",Asia
Beehive,"Brazil, Batch 20316",1784,2016,80.0,United States of America,2.75,missing,Brazil,"3- B,S,C","intense, bitter, dry",South America
Beehive,"Dominican Republic, Batch 31616",1784,2016,70.0,United States of America,2.75,missing,Dominican Republic,"3- B,S,C","sandy, sweet, molasses",Caribbean
Beehive,"Ecuador, Batch 31516",1784,2016,70.0,United States of America,2.75,missing,Ecuador,"3- B,S,C","intense, floral, black pepper",South America
Beehive,Ecuador,1788,2016,90.0,United States of America,2.75,missing,Ecuador,"3- B,S,C","intense floral, bitter, earthy",South America
Belcolade,Costa Rica,586,2010,64.0,Belgium,2.75,missing,Costa Rica,"4- B,S,C,L","pastey, nutty",Central America
Belcolade,Papua New Guinea,586,2010,64.0,Belgium,2.75,missing,Papua New Guinea,"4- B,S,C,L","intense, smokey",Oceania
Belcolade,Peru,586,2010,64.0,Belgium,2.75,missing,Peru,"4- B,S,C,L","sticky, moss, nuts",South America
Belcolade,Ecuador,586,2010,71.0,Belgium,3.5,missing,Ecuador,"4- B,S,C,L","dry, cinamon, nutmeg",South America
Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70.0,United States of America,3.5,Criollo,Tanzania,Unknown,missing,Africa
Bellflower,"Alto Beni, Palos Blanco",1804,2016,70.0,United States of America,3.25,missing,Bolivia,"3- B,S,C","oily, complex, pungent",South America
Bellflower,"Oko Caribe, Duarte P.",1864,2016,70.0,United States of America,3.5,missing,Dominican Republic,"2- B,S","caramel, mild dried fruit",Caribbean
Belyzium,"Belize south, low fermentation",1768,2016,83.0,Germany,2.75,Trinitario,Belize,"3- B,S,C","unbalanced, tangy, pungent",Caribbean
Belyzium,Belize south,1768,2016,78.0,Germany,3.0,Trinitario,Belize,"3- B,S,C","sweet, nibby, green",Caribbean
Belyzium,Belize south,1768,2016,78.0,Germany,3.0,Trinitario,Belize,"3- B,S,C","balanced, complex, berry",Caribbean
Belyzium,Belize south,1768,2016,83.0,Germany,3.5,Trinitario,Belize,"3- B,S,C","sweet, nibby, green",Caribbean
Belyzium,Belize south,1768,2016,83.0,Germany,3.5,Trinitario,Belize,"3- B,S,C","balanced, complex, berry",Caribbean
Benoit Nihant,Baracoa,1141,2013,74.0,Belgium,3.5,Trinitario,Cuba,"3- B,S,C","tobacco, dairy, sour",Caribbean
Benoit Nihant,Chuao,1141,2013,74.0,Belgium,3.5,Criollo,Venezuela,"3- B,S,C","mocha, intense, sweet",South America
Benoit Nihant,Cuyagua Village,1141,2013,74.0,Belgium,3.5,Criollo,Venezuela,"3- B,S,C","nutty, roasty, dairy",South America
Benoit Nihant,Rio Peripa H.,1141,2013,73.0,Belgium,4.0,Trinitario,Ecuador,"3- B,S,C",cinamon and nutmeg,South America
Benoit Nihant,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",757,2011,72.0,Belgium,4.0,Trinitario,Indonesia,"3- B,S,C","smokey, raspberries, cocoa",Asia
