Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin,Ingredients,Most_Memorable_Characteristics,country_code,latitude,longitude,continent
Amazona,"Bellavista Gran Pajeten, San Martin",1145,2013,73.0,Peru,3.5,Trinitario,Peru,"3- B,S,C","oily, vegetal, nutty, cocoa",PE,-9.189967,-75.015152,South America
Ambrosia,Belize,1494,2015,64.0,Canada,3.0,Trinitario,Belize,"4- B,S,C,L","roasty, brownie, nutty",BZ,17.189877,-88.49765,Caribbean
Ambrosia,Madagascar,1494,2015,66.0,Canada,3.25,Trinitario,Madagascar,"2- B,S","fruity, sour",MG,-18.766947,46.869107,Africa
Ambrosia,Dominican Republic,1498,2015,75.0,Canada,3.25,missing,Dominican Republic,"2- B,S","high roast, high astringnet",DO,18.735693,-70.162651,Caribbean
Ambrosia,Papua New Guinea,1498,2015,63.0,Canada,3.25,missing,Papua New Guinea,"2- B,S","smokey, savory",PG,-6.314993,143.95555,Oceania
Ambrosia,Venezuela,1498,2015,70.0,Canada,3.25,missing,Venezuela,"2- B,S","sandy, roasty, nutty",VE,6.42375,-66.58973,South America
Ambrosia,Peru,1498,2015,68.0,Canada,3.5,missing,Peru,"2- B,S","rich, sour, mild smoke",PE,-9.189967,-75.015152,South America
Amedei,"Piura, Blanco de Criollo",979,2012,70.0,Italy,3.75,missing,Peru,"4- B,S,C,V","creamy, raspberry, nutty",PE,-9.189967,-75.015152,South America
Amedei,Porcelana,111,2007,70.0,Italy,4.0,Criollo,Venezuela,"2- B,S","creamy, complex, coffee",VE,6.42375,-66.58973,South America
Amedei,Nine,111,2007,75.0,Italy,4.0,Blend,Unknown,Unknown,missing,ZZ,0.00,0.00,Unknown
Amedei,Chuao,111,2007,70.0,Italy,5.0,Trinitario,Venezuela,Unknown,missing,VE,6.42375,-66.58973,South America
Amedei,Ecuador,123,2007,70.0,Italy,3.0,Trinitario,Ecuador,"4- B,S,C,V","creamy, earthy, vegetal",EC,-1.831239,-78.183406,South America
Amedei,Jamaica,123,2007,70.0,Italy,3.0,Trinitario,Jamaica,"4- B,S,C,V","sandy, woody, spicy",JM,18.109581,-77.297508,Caribbean
Amedei,Grenada,123,2007,70.0,Italy,3.5,Trinitario,Grenada,"4- B,S,C,V",fruity with coffee notes,GD,12.262776,-61.604171,Caribbean
Amedei,Venezuela,123,2007,70.0,Italy,3.75,Criollo,Venezuela,"4- B,S,C,V","creamy, fruit, cocoa",VE,6.42375,-66.58973,South America
Amedei,Madagascar,123,2007,70.0,Italy,4.0,Criollo,Madagascar,Unknown,missing,MG,-18.766947,46.869107,Africa
Amedei,Trinidad,129,2007,70.0,Italy,3.5,Trinitario,Trinidad Tobago,"4- B,S,C,V","coffee, fruit, woodsy",TT,10.691803,-61.222503,Caribbean
Amedei,Toscano Black,170,2007,63.0,Italy,3.5,Blend,Unknown,"4- B,S,C,V","fatty, dairy, caramel, cocoa",ZZ,0.00,0.00,Unknown
Amedei,Toscano Black,40,2006,70.0,Italy,5.0,Blend,Unknown,Unknown,missing,ZZ,0.00,0.00,Unknown
Amedei,Toscano Black,75,2006,66.0,Italy,4.0,Blend,Unknown,"4- B,S,C,V","red wine, rich cocoa, long",ZZ,0.00,0.00,Unknown
AMMA,Catongo,1065,2013,75.0,Brazil,3.25,Forastero,Brazil,"4- B,S,C,L","grainy, sweet, poor aftertaste",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85.0,Brazil,2.75,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.0,Brazil,3.75,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","creamy, red berry, bitter",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","roasty, fatty, nutty, coffee",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","very sweet, bright red, banana",BR,-14.235004,-51.92528,South America
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60.0,Brazil,4.0,Forastero,Brazil,"4- B,S,C,L","creamy, sweet,cocoa,banana",BR,-14.235004,-51.92528,South America
Anahata,Elvesia,1259,2014,75.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","chalky, mild fruit, burnt",DO,18.735693,-70.162651,Caribbean
Animas,Alto Beni,1852,2016,75.0,United States of America,3.5,missing,Bolivia,"2- B,S","light roast, caramel, cocoa",BO,-16.290154,-63.588653,South America
Ara,Madagascar,1375,2014,75.0,France,3.0,Trinitario,Madagascar,"2- B,S","strong fruit, ham, deep cocoa",MG,-18.766947,46.869107,Africa
Ara,Madagascar,1375,2014,75.0,France,3.0,Trinitario,Madagascar,"3- B,S,C","sandy, fruity, short",MG,-18.766947,46.869107,Africa
Ara,Chiapas,1379,2014,72.0,France,2.5,missing,Mexico,"3- B,S,C","earthy, sour milk, leather",MX,23.634501,-102.552784,North America
Ara,Equateur,1379,2014,75.0,France,2.75,missing,Ecuador,"3- B,S,C","bitter, floral, leather",EC,-1.831239,-78.183406,South America
Ara,Trincheras,1379,2014,75.0,France,3.0,missing,Venezuela,"3- B,S,C","nutty, mild spice, mild earthy",VE,6.42375,-66.58973,South America
Arete,San Juan,1724,2016,70.0,United States of America,3.5,Trinitario,Trinidad Tobago,"2- B,S","delicate, simple",TT,10.691803,-61.222503,Caribbean
Arete,Kokoa Kamili,1724,2016,70.0,United States of America,3.75,missing,Tanzania,"2- B,S","appealing smoke, woody",TZ,-6.369028,34.888822,Africa
Arete,Tien Giang,1900,2016,73.0,United States of America,3.5,Trinitario,Vietnam,"3- B,S,C","cashew, roasty, chunky melt",VN,14.058324,108.277199,Asia
Arete,Hacienda Victoria,1904,2016,70.0,United States of America,3.25,missing,Ecuador,"3- B,S,C","sticky, floral, roasty",EC,-1.831239,-78.183406,South America
Arete,Costa Esmeraldas,1904,2016,70.0,United States of America,3.25,missing,Ecuador,"3- B,S,C","chewy, mild floral",EC,-1.831239,-78.183406,South America
Arete,Lachua,1904,2016,70.0,United States of America,3.5,missing,Guatemala,"2- B,S","subtle, mysterious",GT,15.783471,-90.230759,Central America
Arete,Rugoso,1904,2016,70.0,United States of America,3.75,missing,Nicaragua,"3- B,S,C","muddy, rich cocoa, raspberry",NI,12.865416,-85.207229,Central America
Arete,"La Masica, FHIA",1908,2016,70.0,United States of America,3.5,missing,Honduras,"2- B,S","nutty, green",HN,15.199999,-86.241905,Central America
Arete,"Coto Brus, Terciopelo",1908,2016,70.0,United States of America,4.0,missing,Costa Rica,"2- B,S","balanced, cherry, choco",CR,9.748917,-83.753428,Central America
Arete,Phantom,1924,2016,70.0,United States of America,4.0,Forastero,Peru,"2- B,S","creamy, complex, balanced",PE,-9.189967,-75.015152,South America
Arete,Elvesia,1928,2016,70.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","dark berry, chocolatey",DO,18.735693,-70.162651,Caribbean
Arete,Matasawalevu,1928,2016,70.0,United States of America,3.25,missing,Fiji,"2- B,S","smoke, hammy, cocoa base",FJ,-16.578193,179.414413,Oceania
Arete,Lam Dong,1928,2016,73.0,United States of America,3.25,missing,Vietnam,"2- B,S","earthy, nutty, cardboard",VN,14.058324,108.277199,Asia
Arete,Fazenda Camboa,1534,2015,70.0,United States of America,3.5,missing,Brazil,"2- B,S","creamy, rich, rum, roasty",BR,-14.235004,-51.92528,South America
Arete,Nacional,1534,2015,68.0,United States of America,3.5,Forastero,Peru,"2- B,S","floral, nutty, rich cocoa",PE,-9.189967,-75.015152,South America
Arete,"Puerto Quito, heirloom",1534,2015,70.0,United States of America,3.75,Forastero,Ecuador,"2- B,S","spicy, cocoa",EC,-1.831239,-78.183406,South America
Arete,Oko Caribe,1598,2015,70.0,United States of America,3.5,missing,Dominican Republic,"2- B,S","spicy, brownie, nutty",DO,18.735693,-70.162651,Caribbean
Arete,Maya Mountain,1598,2015,70.0,United States of America,3.75,Trinitario,Belize,"2- B,S","floral, strawberry, metallic",BZ,17.189877,-88.49765,Caribbean
Arete,Chuno,1598,2015,70.0,United States of America,4.0,Criollo,Nicaragua,"2- B,S","creamy,sticky, peanut butter",NI,12.865416,-85.207229,Central America
Arete,Fazenda Camboa,1602,2015,75.0,United States of America,2.75,missing,Brazil,"2- B,S","floral, chemical off",BR,-14.235004,-51.92528,South America
Arete,Guatemala,1602,2015,70.0,United States of America,3.25,missing,Guatemala,"2- B,S","strawberry, butterscotch, off",GT,15.783471,-90.230759,Central America
Arete,Camino Verde,1602,2015,75.0,United States of America,3.5,missing,Ecuador,"3- B,S,C","intense, floral, bourbon",EC,-1.831239,-78.183406,South America
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72.0,England,3.25,Trinitario,Trinidad Tobago,"3- B,S,C","gritty, nutty",TT,10.691803,-61.222503,Caribbean
Artisan du Chocolat,"Colombia, Casa Luker",947,2012,72.0,England,3.75,missing,Colombia,"3- B,S,C","marshmallow, roasty, nutty",CO,4.570868,-74.297333,South America
Artisan du Chocolat,Haiti,729,2011,72.0,England,4.0,missing,Haiti,"3- B,S,C","nuts, butterscotch, brownie",HT,18.971187,-72.285215,Caribbean
Artisan du Chocolat,Panama,745,2011,72.0,England,2.75,missing,Panama,"3- B,S,C","blackpepper,chemical,rubber",PA,8.537981,-80.782127,Central America
Artisan du Chocolat,Venezuela,486,2010,100.0,England,1.75,missing,Venezuela,Unknown,"very nutty, very bitter",VE,6.42375,-66.58973,South America
Artisan du Chocolat,Jamaica,531,2010,72.0,England,3.75,Trinitario,Jamaica,"3- B,S,C","grassy, black licorice, mint",JM,18.109581,-77.297508,Caribbean
Artisan du Chocolat,Costa Rica,600,2010,72.0,England,3.25,missing,Costa Rica,"3- B,S,C","chewy, grassy, nutty",CR,9.748917,-83.753428,Central America
Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72.0,England,3.25,Trinitario,Vietnam,"3- B,S,C","unrefined, distinct spicey",VN,14.058324,108.277199,Asia
Artisan du Chocolat,Bali,600,2010,72.0,England,3.5,missing,Indonesia,"3- B,S,C",black pepper and banana,ID,-0.789275,113.921327,Asia
Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75.0,England,2.5,Criollo,Venezuela,"3- B,S,C","oily, nutty, burnt, sour",VE,6.42375,-66.58973,South America
Artisan du Chocolat,Java,355,2009,72.0,England,2.75,Trinitario,Indonesia,"3- B,S,C","gritty, very smokey, sour",ID,-0.789275,113.921327,Asia
Artisan du Chocolat,Brazil Rio Doce,363,2009,72.0,England,1.75,missing,Brazil,"3- B,S,C","cocoa, dominate off note",BR,-14.235004,-51.92528,South America
Artisan du Chocolat,Madagascar,363,2009,80.0,England,3.0,Criollo,Madagascar,"3- B,S,C","sl. bitter, cherry, rich",MG,-18.766947,46.869107,Africa
Artisan du Chocolat,Peru,363,2009,75.0,England,3.0,Criollo,Peru,"3- B,S,C","spicey, mild metallic",PE,-9.189967,-75.015152,South America
Artisan du Chocolat,Dominican Republic,363,2009,72.0,England,3.25,Trinitario,Dominican Republic,"3- B,S,C","spice, cocoa, short",DO,18.735693,-70.162651,Caribbean
Artisan du Chocolat,Congo,300,2008,72.0,England,3.75,Forastero,Republic of Congo,"3- B,S,C","spicy, minty, vegetal",CG,-0.228021,15.827659,Africa
Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,72.0,England,2.75,Trinitario,Colombia,"4- B,S,C,L","creamy, marshmallow, off",CO,4.570868,-74.297333,South America
Askinosie,Mababa,1780,2016,68.0,United States of America,3.75,Trinitario,Tanzania,"3- B,S,C","creamy, rich, blueberry",TZ,-6.369028,34.888822,Africa
Askinosie,"Tenende, Uwate",647,2011,72.0,United States of America,3.75,Trinitario,Tanzania,"2- B,S","creamy, woody, cocoa",TZ,-6.369028,34.888822,Africa
Askinosie,Cortes,661,2011,70.0,United States of America,3.75,Trinitario,Honduras,"2- B,S","grapes, woody, roasty",HN,15.199999,-86.241905,Central America
Askinosie,Davao,331,2009,77.0,United States of America,3.75,Trinitario,Philippines,"2- B,S","strawberries, mild tart, roasty",PH,12.879721,121.774017,Asia
Askinosie,Xoconusco,141,2007,75.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","leather, black licorice, off",MX,23.634501,-102.552784,North America
Askinosie,San Jose del Tambo,175,2007,70.0,United States of America,3.0,Forastero,Ecuador,"2- B,S","smooth, astringent, cocoa",EC,-1.831239,-78.183406,South America
Bahen & Co.,Houseblend,1474,2015,80.0,Australia,3.25,missing,Unknown,"2- B,S","coarse, smokey, metallic",ZZ,0.00,0.00,Unknown
Bahen & Co.,Papua New Guinea,1474,2015,70.0,Australia,3.5,missing,Papua New Guinea,"2- B,S","smoke, ham, papaya",PG,-6.314993,143.95555,Oceania
Bahen & Co.,Sambirano,995,2012,70.0,Australia,3.0,Trinitario,Madagascar,"2- B,S","unrefined, flat, grassy",MG,-18.766947,46.869107,Africa
Bahen & Co.,Bahia,999,2012,70.0,Australia,2.5,missing,Brazil,"2- B,S","chalky, intense, chemical",BR,-14.235004,-51.92528,South America
